File,T_Frames,Label
24_upper_17_Assemble3.json.json,23,Assemble
06_upper_39_Reach6.json.json,45,Reach
13_upper_3_Move0.json.json,37,Move
26_upper_35_Position4.json.json,62,Position
01_upper_20_Assemble4.json.json,33,Assemble
03_upper_8_Grasp1.json.json,39,Grasp
26_upper_37_Move7.json.json,58,Move
17_upper_29_Position1.json.json,43,Position
06_upper_32_Use2.json.json,53,Use
17_upper_30_Use1.json.json,64,Use
01_upper_40_Reach7.json.json,62,Reach
16_upper_39_Reach6.json.json,29,Reach
07_upper_23_Grasp5.json.json,38,Grasp
02_upper_32_Use2.json.json,57,Use
16_upper_19_Assemble4.json.json,46,Assemble
21_upper_37_Move7.json.json,39,Move
04_upper_14_Grasp3.json.json,30,Grasp
13_upper_21_Reach4.json.json,39,Reach
01_upper_23_Move5.json.json,35,Move
10_upper_36_Use4.json.json,50,Use
10_upper_9_Grasp2.json.json,34,Grasp
06_upper_23_Assemble5.json.json,62,Assemble
06_upper_10_Move2.json.json,39,Move
04_upper_24_Assemble5.json.json,48,Assemble
18_upper_8_Reach1.json.json,34,Reach
01_upper_14_Grasp3.json.json,20,Grasp
10_upper_26_Move6.json.json,33,Move
21_upper_11_Assemble2.json.json,36,Assemble
06_upper_19_Assemble4.json.json,49,Assemble
02_upper_36_Use4.json.json,53,Use
05_upper_14_Move3.json.json,50,Move
06_upper_4_Reach0.json.json,60,Reach
07_upper_7_Assemble1.json.json,43,Assemble
01_upper_10_Grasp2.json.json,25,Grasp
05_upper_37_Move7.json.json,50,Move
23_upper_23_Assemble5.json.json,45,Assemble
04_upper_30_Position1.json.json,57,Position
13_upper_33_Use2.json.json,72,Use
07_upper_12_Reach2.json.json,17,Reach
18_upper_35_Position4.json.json,50,Position
06_upper_2_Move0.json.json,50,Move
06_upper_25_Grasp6.json.json,69,Grasp
07_upper_34_Use2.json.json,52,Use
26_upper_9_Grasp2.json.json,38,Grasp
03_upper_24_Grasp5.json.json,22,Grasp
10_upper_6_Move1.json.json,34,Move
02_upper_5_Grasp1.json.json,30,Grasp
16_upper_8_Reach1.json.json,31,Reach
10_upper_23_Assemble5.json.json,61,Assemble
25_upper_8_Reach1.json.json,27,Reach
24_upper_12_Move2.json.json,40,Move
17_upper_10_Move2.json.json,49,Move
17_upper_39_Reach6.json.json,34,Reach
21_upper_12_Reach2.json.json,31,Reach
07_upper_13_Grasp3.json.json,40,Grasp
06_upper_26_Move6.json.json,57,Move
24_upper_7_Grasp1.json.json,33,Grasp
07_upper_35_Position3.json.json,38,Position
04_upper_31_Use1.json.json,64,Use
16_upper_30_Use1.json.json,54,Use
05_upper_5_Grasp1.json.json,42,Grasp
03_upper_7_Reach1.json.json,36,Reach
23_upper_16_Reach3.json.json,33,Reach
25_upper_23_Assemble5.json.json,55,Assemble
02_upper_24_Reach4.json.json,34,Reach
02_upper_13_Grasp3.json.json,20,Grasp
04_upper_10_Grasp2.json.json,40,Grasp
07_upper_28_Move6.json.json,33,Move
18_upper_2_Move0.json.json,36,Move
21_upper_25_Grasp6.json.json,36,Grasp
17_upper_38_Release0.json.json,73,Release
10_upper_34_Use3.json.json,62,Use
17_upper_37_Move7.json.json,31,Move
13_upper_16_Assemble3.json.json,53,Assemble
24_upper_29_Position0.json.json,21,Position
10_upper_2_Move0.json.json,43,Move
16_upper_37_Move7.json.json,59,Move
07_upper_9_Grasp2.json.json,44,Grasp
16_upper_11_Assemble2.json.json,45,Assemble
01_upper_39_Release0.json.json,70,Release
05_upper_16_Reach3.json.json,38,Reach
23_upper_26_Move6.json.json,40,Move
02_upper_29_Position1.json.json,53,Position
03_upper_34_Position1.json.json,68,Position
02_upper_6_Move1.json.json,30,Move
18_upper_25_Grasp6.json.json,34,Grasp
01_upper_21_Reach5.json.json,29,Reach
05_upper_8_Reach1.json.json,38,Reach
25_upper_17_Grasp4.json.json,35,Grasp
01_upper_4_Assemble0.json.json,55,Assemble
02_upper_23_Assemble5.json.json,40,Assemble
05_upper_23_Assemble5.json.json,49,Assemble
25_upper_9_Grasp2.json.json,43,Grasp
07_upper_18_Reach4.json.json,23,Reach
04_upper_36_Position4.json.json,41,Position
26_upper_1_Grasp0.json.json,49,Grasp
21_upper_31_Position2.json.json,42,Position
25_upper_31_Position2.json.json,64,Position
07_upper_29_Position0.json.json,51,Position
04_upper_18_Grasp4.json.json,39,Grasp
06_upper_35_Position4.json.json,39,Position
04_upper_38_Move7.json.json,57,Move
10_upper_17_Grasp4.json.json,40,Grasp
18_upper_18_Move4.json.json,48,Move
17_upper_35_Position4.json.json,43,Position
23_upper_19_Assemble4.json.json,51,Assemble
07_upper_22_Reach5.json.json,23,Reach
16_upper_24_Reach5.json.json,42,Reach
04_upper_25_Reach6.json.json,54,Reach
06_upper_38_Release0.json.json,50,Release
07_upper_17_Assemble4.json.json,52,Assemble
07_upper_37_Position4.json.json,42,Position
24_upper_41_Reach7.json.json,31,Reach
26_upper_21_Grasp5.json.json,35,Grasp
16_upper_9_Grasp2.json.json,31,Grasp
03_upper_21_Move4.json.json,52,Move
18_upper_38_Release0.json.json,38,Release
03_upper_22_Assemble4.json.json,65,Assemble
05_upper_15_Assemble3.json.json,36,Assemble
04_upper_9_Reach2.json.json,40,Reach
16_upper_14_Move3.json.json,43,Move
03_upper_39_Use3.json.json,67,Use
01_upper_27_Move6.json.json,50,Move
16_upper_36_Use4.json.json,51,Use
23_upper_21_Grasp5.json.json,38,Grasp
05_upper_3_Assemble0.json.json,38,Assemble
17_upper_20_Reach4.json.json,44,Reach
26_upper_10_Move2.json.json,59,Move
01_upper_30_Position1.json.json,40,Position
26_upper_4_Reach0.json.json,45,Reach
21_upper_3_Assemble0.json.json,48,Assemble
03_upper_3_Grasp0.json.json,38,Grasp
05_upper_27_Position0.json.json,38,Position
13_upper_24_Assemble5.json.json,58,Assemble
04_upper_2_Grasp0.json.json,51,Grasp
13_upper_6_Grasp1.json.json,45,Grasp
06_upper_3_Assemble0.json.json,39,Assemble
23_upper_15_Assemble3.json.json,44,Assemble
17_upper_12_Reach2.json.json,45,Reach
10_upper_30_Use1.json.json,57,Use
05_upper_35_Position4.json.json,59,Position
24_upper_16_Move3.json.json,37,Move
06_upper_5_Grasp1.json.json,46,Grasp
25_upper_33_Position3.json.json,41,Position
06_upper_12_Reach2.json.json,30,Reach
26_upper_3_Assemble0.json.json,56,Assemble
06_upper_29_Position1.json.json,48,Position
18_upper_6_Move1.json.json,35,Move
24_upper_3_Grasp0.json.json,33,Grasp
21_upper_5_Grasp1.json.json,43,Grasp
16_upper_29_Position1.json.json,54,Position
21_upper_4_Reach0.json.json,26,Reach
26_upper_23_Assemble5.json.json,58,Assemble
04_upper_12_Assemble2.json.json,65,Assemble
16_upper_35_Position4.json.json,42,Position
16_upper_4_Reach0.json.json,51,Reach
03_upper_9_Move1.json.json,68,Move
16_upper_28_Use0.json.json,51,Use
16_upper_5_Grasp1.json.json,43,Grasp
13_upper_25_Reach5.json.json,64,Reach
26_upper_5_Grasp1.json.json,65,Grasp
13_upper_36_Position4.json.json,53,Position
01_upper_12_Assemble2.json.json,49,Assemble
26_upper_28_Use0.json.json,65,Use
01_upper_32_Position2.json.json,41,Position
02_upper_3_Assemble0.json.json,60,Assemble
16_upper_10_Move2.json.json,47,Move
13_upper_30_Position1.json.json,55,Position
17_upper_23_Assemble5.json.json,38,Assemble
03_upper_42_Move7.json.json,54,Move
21_upper_8_Reach1.json.json,27,Reach
04_upper_6_Grasp1.json.json,35,Grasp
13_upper_10_Grasp2.json.json,34,Grasp
23_upper_33_Position3.json.json,50,Position
18_upper_9_Grasp2.json.json,33,Grasp
02_upper_14_Move4.json.json,40,Move
13_upper_14_Grasp3.json.json,35,Grasp
18_upper_37_Move7.json.json,34,Move
23_upper_27_Position0.json.json,44,Position
03_upper_31_Move6.json.json,38,Move
26_upper_36_Use4.json.json,53,Use
10_upper_12_Reach2.json.json,29,Reach
17_upper_32_Use2.json.json,54,Use
10_upper_11_Assemble2.json.json,32,Assemble
03_upper_37_Use2.json.json,73,Use
21_upper_14_Move3.json.json,36,Move
24_upper_10_Reach2.json.json,24,Reach
25_upper_28_Use0.json.json,71,Use
03_upper_36_Position2.json.json,38,Position
01_upper_37_Use4.json.json,64,Use
26_upper_12_Reach2.json.json,31,Reach
21_upper_7_Assemble1.json.json,30,Assemble
10_upper_24_Reach5.json.json,38,Reach
24_upper_40_Release0.json.json,62,Release
24_upper_4_Move0.json.json,42,Move
04_upper_28_Position0.json.json,41,Position
17_upper_14_Move3.json.json,55,Move
01_upper_7_Move1.json.json,35,Move
04_upper_1_Reach0.json.json,48,Reach
07_upper_5_Grasp1.json.json,51,Grasp
25_upper_7_Assemble1.json.json,21,Assemble
16_upper_3_Assemble0.json.json,51,Assemble
07_upper_36_Use3.json.json,73,Use
24_upper_19_Grasp4.json.json,36,Grasp
01_upper_13_Reach3.json.json,30,Reach
10_upper_5_Grasp1.json.json,45,Grasp
25_upper_36_Use4.json.json,56,Use
10_upper_22_Move5.json.json,30,Move
13_upper_8_Assemble1.json.json,52,Assemble
25_upper_22_Move5.json.json,30,Move
23_upper_11_Assemble2.json.json,41,Assemble
13_upper_11_Move2.json.json,53,Move
18_upper_12_Reach2.json.json,37,Reach
06_upper_34_Use3.json.json,64,Use
13_upper_26_Grasp6.json.json,45,Grasp
13_upper_4_Assemble0.json.json,62,Assemble
24_upper_20_Move4.json.json,33,Move
02_upper_31_Position2.json.json,68,Position
23_upper_12_Reach2.json.json,26,Reach
04_upper_33_Use2.json.json,72,Use
23_upper_1_Grasp0.json.json,41,Grasp
10_upper_35_Position4.json.json,41,Position
26_upper_26_Move6.json.json,29,Move
03_upper_28_Reach7.json.json,25,Reach
26_upper_39_Reach6.json.json,38,Reach
01_upper_16_Assemble3.json.json,26,Assemble
10_upper_1_Grasp0.json.json,55,Grasp
21_upper_1_Grasp0.json.json,70,Grasp
18_upper_11_Assemble2.json.json,68,Assemble
04_upper_8_Assemble1.json.json,73,Assemble
07_upper_20_Move4.json.json,30,Move
17_upper_4_Reach0.json.json,72,Reach
01_upper_17_Reach4.json.json,30,Reach
01_upper_38_Move7.json.json,48,Move
05_upper_17_Grasp4.json.json,35,Grasp
25_upper_10_Move2.json.json,27,Move
02_upper_21_Grasp5.json.json,24,Grasp
07_upper_3_Assemble0.json.json,38,Assemble
17_upper_31_Position2.json.json,46,Position
01_upper_26_Grasp6.json.json,42,Grasp
06_upper_17_Grasp4.json.json,40,Grasp
02_upper_15_Assemble3.json.json,40,Assemble
10_upper_19_Assemble4.json.json,38,Assemble
13_upper_9_Reach1.json.json,37,Reach
16_upper_2_Move0.json.json,37,Move
23_upper_32_Use2.json.json,56,Use
07_upper_39_Move7.json.json,58,Move
17_upper_1_Grasp0.json.json,41,Grasp
24_upper_27_Grasp6.json.json,39,Grasp
06_upper_11_Assemble2.json.json,30,Assemble
03_upper_43_Release0.json.json,42,Release
10_upper_32_Use2.json.json,63,Use
10_upper_4_Reach0.json.json,30,Reach
18_upper_34_Use3.json.json,55,Use
25_upper_37_Move7.json.json,63,Move
26_upper_32_Use2.json.json,59,Use
25_upper_5_Grasp1.json.json,31,Grasp
05_upper_21_Grasp5.json.json,42,Grasp
24_upper_26_Reach6.json.json,64,Reach
21_upper_9_Grasp2.json.json,51,Grasp
13_upper_23_Move5.json.json,44,Move
25_upper_19_Assemble4.json.json,32,Assemble
18_upper_10_Move2.json.json,40,Move
25_upper_39_Reach6.json.json,30,Reach
24_upper_14_Reach3.json.json,28,Reach
21_upper_22_Move5.json.json,49,Move
18_upper_3_Assemble0.json.json,45,Assemble
23_upper_8_Reach1.json.json,28,Reach
02_upper_4_Reach0.json.json,40,Reach
03_upper_38_Position3.json.json,54,Position
24_upper_13_Assemble2.json.json,66,Assemble
07_upper_1_Grasp0.json.json,39,Grasp
10_upper_7_Assemble1.json.json,46,Assemble
05_upper_4_Reach0.json.json,58,Reach
10_upper_10_Move2.json.json,32,Move
03_upper_17_Move3.json.json,49,Move
23_upper_3_Assemble0.json.json,51,Assemble
01_upper_11_Move2.json.json,25,Move
01_upper_8_Assemble1.json.json,20,Assemble
25_upper_16_Reach3.json.json,31,Reach
03_upper_25_Move5.json.json,39,Move
17_upper_21_Grasp5.json.json,39,Grasp
05_upper_31_Position2.json.json,39,Position
25_upper_11_Assemble2.json.json,30,Assemble
24_upper_28_Move6.json.json,55,Move
04_upper_34_Position3.json.json,52,Position
18_upper_36_Use4.json.json,60,Use
07_upper_33_Position2.json.json,65,Position
10_upper_25_Grasp6.json.json,34,Grasp
13_upper_22_Grasp5.json.json,51,Grasp
07_upper_21_Assemble5.json.json,57,Assemble
23_upper_38_Release0.json.json,67,Release
05_upper_30_Use1.json.json,53,Use
25_upper_35_Position4.json.json,66,Position
05_upper_28_Use0.json.json,57,Use
10_upper_28_Use0.json.json,57,Use
26_upper_16_Reach3.json.json,43,Reach
07_upper_8_Reach1.json.json,29,Reach
25_upper_1_Grasp0.json.json,44,Grasp
24_upper_31_Position1.json.json,38,Position
18_upper_27_Position0.json.json,31,Position
02_upper_10_Move3.json.json,20,Move
06_upper_16_Reach3.json.json,30,Reach
10_upper_39_Reach6.json.json,23,Reach
05_upper_22_Move5.json.json,39,Move
21_upper_10_Move2.json.json,28,Move
17_upper_26_Move6.json.json,29,Move
06_upper_33_Position3.json.json,41,Position
21_upper_16_Reach3.json.json,24,Reach
17_upper_18_Move4.json.json,49,Move
10_upper_14_Move3.json.json,28,Move
03_upper_16_Grasp3.json.json,35,Grasp
03_upper_14_Assemble2.json.json,48,Assemble
04_upper_15_Move3.json.json,53,Move
13_upper_37_Use4.json.json,71,Use
06_upper_15_Assemble3.json.json,35,Assemble
04_upper_20_Assemble4.json.json,40,Assemble
24_upper_36_Use3.json.json,59,Use
23_upper_28_Use0.json.json,52,Use
01_upper_31_Use1.json.json,60,Use
18_upper_7_Assemble1.json.json,40,Assemble
02_upper_11_Assemble2.json.json,38,Assemble
02_upper_1_Grasp0.json.json,45,Grasp
13_upper_35_Use3.json.json,64,Use
06_upper_1_Grasp0.json.json,40,Grasp
16_upper_26_Move6.json.json,35,Move
18_upper_28_Use0.json.json,54,Use
23_upper_6_Move1.json.json,31,Move
03_upper_41_Use4.json.json,63,Use
06_upper_13_Grasp3.json.json,36,Grasp
18_upper_32_Use2.json.json,55,Use
13_upper_13_Reach2.json.json,33,Reach
18_upper_13_Grasp3.json.json,34,Grasp
04_upper_26_Grasp6.json.json,38,Grasp
07_upper_38_Use4.json.json,53,Use
18_upper_16_Reach3.json.json,32,Reach
17_upper_5_Grasp1.json.json,37,Grasp
03_upper_30_Grasp6.json.json,20,Grasp
23_upper_9_Grasp2.json.json,54,Grasp
06_upper_9_Grasp2.json.json,35,Grasp
01_upper_15_Move3.json.json,35,Move
18_upper_31_Position2.json.json,47,Position
02_upper_7_Assemble1.json.json,55,Assemble
24_upper_2_Reach0.json.json,40,Reach
23_upper_25_Grasp6.json.json,40,Grasp
24_upper_9_Assemble1.json.json,37,Assemble
13_upper_15_Move3.json.json,37,Move
03_upper_19_Reach4.json.json,41,Reach
06_upper_8_Reach1.json.json,39,Reach
21_upper_26_Move6.json.json,43,Move
13_upper_20_Assemble4.json.json,45,Assemble
25_upper_15_Assemble3.json.json,47,Assemble
25_upper_34_Use3.json.json,53,Use
18_upper_24_Reach5.json.json,55,Reach
05_upper_11_Assemble2.json.json,51,Assemble
24_upper_23_Grasp5.json.json,33,Grasp
01_upper_19_Move4.json.json,35,Move
03_upper_26_Assemble5.json.json,48,Assemble
16_upper_6_Move1.json.json,39,Move
16_upper_23_Assemble5.json.json,46,Assemble
01_upper_25_Reach6.json.json,67,Reach
02_upper_2_Move0.json.json,63,Move
23_upper_36_Use4.json.json,55,Use
21_upper_35_Position4.json.json,43,Position
13_upper_32_Position2.json.json,47,Position
06_upper_24_Reach5.json.json,56,Reach
02_upper_9_Grasp2.json.json,30,Grasp
10_upper_16_Reach3.json.json,29,Reach
13_upper_29_Use0.json.json,72,Use
16_upper_31_Position2.json.json,49,Position
17_upper_19_Assemble4.json.json,67,Assemble
18_upper_26_Move6.json.json,33,Move
25_upper_25_Grasp6.json.json,39,Grasp
16_upper_15_Assemble3.json.json,51,Assemble
05_upper_32_Use2.json.json,53,Use
13_upper_5_Reach0.json.json,65,Reach
05_upper_18_Move4.json.json,43,Move
24_upper_22_Reach5.json.json,30,Reach
21_upper_19_Assemble4.json.json,35,Assemble
21_upper_38_Release0.json.json,73,Release
10_upper_21_Grasp5.json.json,43,Grasp
04_upper_35_Use3.json.json,68,Use
05_upper_7_Assemble1.json.json,36,Assemble
23_upper_5_Grasp1.json.json,52,Grasp
26_upper_14_Move3.json.json,68,Move
23_upper_20_Reach4.json.json,31,Reach
